Date,Date_Time,Num_Coins,Reported_Hash,Calculated_Hash,Diff
2021-12-14,19:58:51.626623,1025811.64857814,31,34,605.5960864099907
2021-12-14,20:14:01.993217,1026617.94969128,31,15,806.3011131400708
2021-12-14,20:29:12.365152,1026674.91049753,31,10,56.96080624999013
2021-12-14,20:44:22.658534,1027027.20152041,31,10,352.29102288000286
2021-12-14,20:59:32.898055,1027653.99006018,31,19,626.7885397699429
2021-12-14,21:14:43.283166,1028614.70639748,31,34,960.716337300022
2021-12-14,21:29:53.722493,1028989.89512168,31,15,375.1887242000085
2021-12-15,08:52:15.779916,1028989.89512168,29,0,0.0
2021-12-15,09:07:26.087697,1029555.80840079,31,29,565.9132791099837
2021-12-15,09:22:36.533803,1029555.80840079,31,34,0.0
2021-12-15,09:37:46.836922,1030025.90814003,31,19,470.0997392400168
2021-12-15,09:43:48.081379,1030499.32724534,31,29,473.419105309993
2021-12-15,09:58:58.486973,1031569.37542885,31,34,1070.0481835099636
2021-12-15,10:14:08.897748,1031772.59769977,31,39,203.22227092005767
2021-12-15,10:29:19.238751,1032372.88218331,31,29,600.2844835399883
2021-12-15,10:44:29.662330,1032865.23003731,31,24,492.3478540000506
2021-12-15,10:59:40.006597,1033023.9906581,31,29,158.76062078995164
2021-12-15,11:14:50.394652,1033397.29646106,31,19,373.3058029599488
2021-12-15,11:30:00.802009,1033660.04832529,31,34,262.7518642300274
2021-12-15,11:45:11.183195,1034356.58965111,31,39,696.5413258200279
2021-12-15,12:00:21.398020,1034564.1831059,31,34,207.5934547899524
2021-12-15,12:15:31.690447,1035063.09078575,31,48,498.9076798500028
2021-12-15,12:30:42.132049,1035601.76614613,31,39,538.6753603800898
2021-12-15,12:39:00.684421,1036033.16340907,31,29,431.3972629399505
2021-12-15,16:32:02.256382,1037686.70374906,31,39,1653.540339990053
2021-12-15,16:47:12.731699,1038068.09428566,30,34,381.39053659990896
2021-12-15,17:02:23.111360,1038250.32071,31,29,182.22642434004229
2021-12-15,17:17:33.588378,1038338.96392915,31,15,88.64321915002074
2021-12-15,17:32:44.045489,1038516.10981954,31,15,177.14589039003477
2021-12-15,17:47:54.406666,1038608.91268731,31,24,92.80286776996218
2021-12-15,18:03:04.743783,1039255.71403789,31,39,646.8013505799463
2021-12-15,18:18:15.086811,1040726.00913786,31,48,1470.2950999700695
2021-12-15,18:33:25.470483,1041412.84636085,31,39,686.8372229899978
